Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO55,OUT049,1825.056664
FDX48,OUT046,2608.719028
FDU48,OUT046,2145.361157
FDR48,OUT019,299.8700746
FDK27,OUT013,1978.238654
FDT35,OUT013,2767.00484
FDN12,OUT049,1801.584233
NCE31,OUT019,135.5891647
FDL21,OUT017,730.135422
FDV56,OUT017,1749.723119
FDR16,OUT017,4281.215041
NCP41,OUT049,1860.495695
FDJ27,OUT013,1632.940653
FDA07,OUT017,2003.087658
FDK55,OUT049,1480.752046
FDM33,OUT049,3443.779625
FDY46,OUT046,2870.095328
FDD36,OUT046,1898.179661
FDB12,OUT027,2624.797132
FDF28,OUT019,285.0958001
NCE07,OUT019,356.074791
FDW50,OUT027,4386.752691
NCW18,OUT017,4256.814721
NCJ17,OUT019,219.0730068
DRZ24,OUT010,232.7376478
FDS07,OUT035,1727.004533
NCW05,OUT010,188.8118543
FDZ22,OUT018,1171.430149
FDK02,OUT046,1858.039943
FDZ45,OUT027,5229.351714
FDL25,OUT046,1494.640554
FDS08,OUT045,2812.158434
NCZ42,OUT027,6253.374736
FDX57,OUT035,1562.507434
FDF21,OUT046,3395.059812
FDJ56,OUT018,1345.385876
FDX10,OUT013,633.5696504
DRG48,OUT035,2192.034555
DRN37,OUT046,2803.353412
NCY41,OUT018,556.9725878
FDN28,OUT045,1649.210626
FDE34,OUT045,2922.609721
FDR10,OUT045,2535.502741
FDC32,OUT017,1412.127874
DRG13,OUT046,2749.549926
FDP59,OUT049,1806.102117
NCT53,OUT010,364.050995
FDL57,OUT027,6509.691788
FDN32,OUT010,411.0231293
FDK09,OUT018,3424.759542
FDA52,OUT010,394.7238799
FDC57,OUT049,3153.828244
FDI09,OUT035,4128.578076
NCB07,OUT046,2854.726594
FDP26,OUT035,1528.453841
FDP40,OUT027,2842.204966
FDL15,OUT013,2394.430095
FDV07,OUT046,1785.306175
FDS03,OUT017,891.2340255
FDE50,OUT049,3175.825769
FDQ15,OUT017,1281.191305
FDQ33,OUT010,275.4707102
FDT22,OUT013,806.8227686
DRO35,OUT035,1770.974387
FDJ41,OUT049,-12668.60467
FDQ27,OUT035,1684.047795
FDC26,OUT017,1706.253083
NCF43,OUT027,3545.309461
NCR50,OUT035,2403.912501
FDE39,OUT018,1689.51662
FDN49,OUT027,1243.861604
DRG11,OUT035,1604.762692
NCA18,OUT049,2000.167763
FDM36,OUT018,2630.079921
FDW32,OUT017,1403.637489
NCQ18,OUT010,180.4234703
FDX14,OUT027,2080.946609
FDD46,OUT017,2342.967813
FDI34,OUT019,618.205989
NCJ17,OUT035,1300.403422
FDB52,OUT035,3964.799077
FDV55,OUT018,2025.842245
FDC57,OUT046,2944.678694
FDB29,OUT046,1927.099387
NCO43,OUT035,1531.10721
FDG44,OUT045,750.4953431
FDJ34,OUT045,2003.174494
FDH40,OUT049,1446.445407
NCD07,OUT027,2952.519681
FDB41,OUT017,751.0987138
FDH47,OUT018,1401.132257
DRK37,OUT035,3180.187482
FDM25,OUT019,422.8359283
NCX06,OUT045,2460.46763
NCS05,OUT017,2116.719742
FDS39,OUT045,2111.744146
FDC47,OUT027,5752.827675
FDG20,OUT013,3023.325801
DRL23,OUT017,1633.333506
FDY33,OUT013,2550.579772
NCH18,OUT045,3668.594524
FDX47,OUT035,2490.790882
NCB06,OUT045,2476.308482
FDP36,OUT049,818.6732196
FDW44,OUT018,2507.756707
NCU41,OUT018,2800.047678
NCS17,OUT046,1516.017689
FDD46,OUT035,2394.884797
FDE45,OUT017,3003.881725
FDI09,OUT017,4593.466577
NCJ54,OUT010,628.6282164
NCA29,OUT018,2512.379784
NCN41,OUT027,3354.541499
FDY34,OUT035,2713.144854
NCG55,OUT035,1770.735778
DRM49,OUT046,727.3093592
NCB42,OUT049,1994.501424
FDE58,OUT045,1721.94321
DRJ25,OUT013,732.3553961
FDS47,OUT010,154.9302458
FDY21,OUT049,3172.528524
NCI54,OUT013,1804.388289
FDO24,OUT017,2496.07893
FDY43,OUT035,2733.192243
FDF35,OUT018,1483.780308
NCP29,OUT019,145.9847973
FDN28,OUT027,2619.948634
FDJ50,OUT018,668.5000209
FDQ14,OUT027,3824.413742
FDC37,OUT035,1623.461675
FDN08,OUT046,1994.595826
FDD04,OUT035,2138.421107
FDW34,OUT018,3272.945849
FDP04,OUT017,913.3748675
NCG07,OUT017,3262.964271
NCN14,OUT018,2903.320092
FDJ16,OUT045,797.7956729
NCM42,OUT045,1636.254626
NCF19,OUT046,791.7678904
FDY21,OUT018,3264.789637
FDY19,OUT035,1749.2787
FDV09,OUT045,2270.17173
FDA28,OUT013,2121.901699
FDC38,OUT018,1933.951981
FDL28,OUT045,3827.095214
NCH43,OUT049,3750.4956
NCN53,OUT045,619.4553971
NCW05,OUT017,1668.473703
NCO30,OUT018,2675.792436
FDT04,OUT019,138.4663152
FDB27,OUT018,2909.614212
NCK07,OUT013,2750.237576
NCA53,OUT013,762.0257034
FDB33,OUT018,2373.46551
FDU37,OUT017,1306.589288
FDR13,OUT035,1852.169677
FDE45,OUT049,3203.356632
FDV37,OUT017,3572.069017
FDX44,OUT019,244.432849
NCL06,OUT017,4544.128681
FDJ28,OUT045,2686.932861
FDX55,OUT049,3529.371947
NCK17,OUT018,597.4555082
FDH52,OUT035,900.1554473
FDN13,OUT027,2630.157182
FDK44,OUT018,2632.181085
FDU16,OUT046,1374.581132
FDZ07,OUT017,882.6084354
NCN06,OUT027,4214.669477
FDH02,OUT010,224.070665
NCW18,OUT045,3481.569961
FDH57,OUT013,2101.777566
FDV35,OUT045,2379.646404
NCU29,OUT013,2276.972903
NCP02,OUT046,877.4436191
FDN44,OUT013,2633.537477
FDX03,OUT018,640.0110937
FDR11,OUT010,328.3457348
FDA36,OUT046,3205.21091
FDP58,OUT027,5629.695574
FDH31,OUT045,1557.757791
FDH34,OUT035,3087.333632
FDS13,OUT035,4457.840669
FDT01,OUT018,2791.578963
FDY09,OUT049,3166.150267
FDV33,OUT027,6484.760613
NCW29,OUT010,263.5268551
NCN17,OUT045,1508.389257
FDX01,OUT046,1896.509506
FDL03,OUT049,3265.121754
DRL59,OUT049,867.0104042
DRM11,OUT027,3893.385012
FDA43,OUT049,3575.311295
FDZ56,OUT010,348.0843187
FDI44,OUT018,1103.852314
FDB50,OUT013,1210.051796
FDU15,OUT019,127.0076902
NCJ19,OUT019,137.2817629
FDD48,OUT013,1842.132506
NCW42,OUT035,3619.277995
FDL24,OUT017,2968.975819
NCB30,OUT013,2268.453899
FDK25,OUT013,2740.819962
FDW28,OUT049,3142.623962
FDD47,OUT017,2872.453725
FDK16,OUT019,227.3761439
FDW37,OUT046,1399.047298
FDA48,OUT035,3915.20215
FDA14,OUT017,2275.352573
FDV15,OUT013,1551.186205
FDN22,OUT049,3741.20319
NCD55,OUT045,685.498989
FDY43,OUT013,2747.464065
NCU05,OUT017,1269.140199
FDF10,OUT035,2344.002542
FDR39,OUT018,2950.402943
FDG40,OUT013,621.7458538
FDZ28,OUT019,257.7706658
FDE02,OUT045,1382.218461
FDU60,OUT049,2950.323254
FDM21,OUT013,4046.530855
FDV52,OUT019,220.7255616
NCW06,OUT013,3188.903264
FDX36,OUT035,4190.628811
FDT35,OUT027,4507.778689
NCL19,OUT010,277.3725908
NCD31,OUT046,2796.618937
FDE53,OUT019,259.1459364
FDW58,OUT019,219.3732003
DRF48,OUT046,3307.328469
FDW57,OUT035,2972.993276
DRH13,OUT017,1634.480037
FDT33,OUT013,2791.686114
DRK47,OUT027,6281.588327
FDY22,OUT010,268.3520835
FDC35,OUT019,501.2720782
FDO03,OUT013,3793.459884
FDF24,OUT045,1333.262155
FDF56,OUT018,2903.091684
FDD28,OUT013,817.4478448
FDG53,OUT027,3543.277603
FDO27,OUT019,252.7124552
NCF54,OUT018,2633.10999
FDC20,OUT027,1486.282153
FDU10,OUT046,707.4307539
DRA24,OUT018,2525.709339
FDA02,OUT010,307.7099736
FDG10,OUT017,850.2872525
FDW39,OUT010,443.9929614
FDP04,OUT019,149.8822683
NCM55,OUT013,3220.847842
FDG47,OUT045,3875.044928
NCU41,OUT017,3286.187972
NCK31,OUT017,784.1053756
FDZ46,OUT045,1617.780185
FDU13,OUT027,3596.537353
NCF19,OUT045,751.0667029
NCJ43,OUT013,2863.405645
NCJ05,OUT045,2362.449449
FDS04,OUT027,3180.720454
FDX28,OUT010,188.1209031
FDB41,OUT027,1350.255418
FDG53,OUT046,2233.554994
FDL15,OUT010,285.8083918
FDQ08,OUT049,969.5960452
DRN36,OUT013,1524.596084
FDI46,OUT013,4503.755987
FDG16,OUT027,5556.102794
FDV32,OUT013,856.7524105
FDF44,OUT010,312.1101866
FDK04,OUT018,698.5889408
NCA41,OUT013,3069.295507
FDD51,OUT017,693.3690999
NCZ53,OUT045,2638.236545
FDP01,OUT027,3918.939856
FDY25,OUT049,3300.00915
FDB17,OUT018,2798.606607
NCV54,OUT018,1708.721927
FDJ32,OUT017,878.2449799
FDA37,OUT049,2198.162938
FDG35,OUT035,2945.247803
NCM05,OUT018,3271.536586
FDG45,OUT046,3312.447993
FDH28,OUT013,672.3174141
NCE18,OUT049,4461.089044
FDH38,OUT045,1749.494779
FDR56,OUT013,3406.551737
FDH17,OUT027,2625.546655
FDD39,OUT049,3401.411743
FDB41,OUT049,809.8597107
NCR53,OUT046,3355.689705
FDX46,OUT017,869.5287933
FDV28,OUT049,679.0702127
FDA08,OUT018,2487.287923
FDH45,OUT017,714.1312413
NCS38,OUT010,228.1239842
FDD40,OUT010,490.9527219
DRM59,OUT035,2366.857679
NCJ43,OUT018,2433.273407
NCN29,OUT013,780.444481
NCC19,OUT045,2839.810823
FDR56,OUT035,3329.68923
FDZ43,OUT049,4124.38037
FDJ32,OUT010,104.6980303
DRH03,OUT017,1417.670858
NCZ54,OUT035,2621.494991
FDE26,OUT017,2227.110228
FDS03,OUT045,855.150445
DRZ24,OUT019,276.8477271
FDO48,OUT027,5532.072825
FDW39,OUT049,3114.968202
NCK05,OUT049,953.0597245
NCK30,OUT017,4446.725827
FDT27,OUT018,3001.315439
FDS08,OUT019,421.2351976
NCJ19,OUT049,869.2601311
FDC58,OUT045,682.4551924
DRE37,OUT013,3279.883887
FDW02,OUT035,2048.590383
FDJ02,OUT010,314.1854228
FDX09,OUT045,2831.454059
FDT31,OUT010,419.7143983
FDI24,OUT049,3170.231709
FDY09,OUT045,2602.366236
FDV28,OUT045,630.5568603
DRM47,OUT049,3578.106521
FDT52,OUT019,717.2312366
FDI48,OUT018,709.8085859
FDY55,OUT017,4558.49602
FDU48,OUT013,2120.059654
FDN25,OUT045,822.8857658
FDP20,OUT049,2143.338662
FDJ15,OUT013,3235.346583
FDD04,OUT018,1944.371592
FDY58,OUT045,3582.166157
FDR37,OUT018,2847.770573
FDF44,OUT013,1840.890799
FDD32,OUT045,1343.33475
FDR57,OUT017,2507.511094
DRG39,OUT027,1484.648529
FDX15,OUT017,2545.8375
DRN37,OUT045,2602.195073
FDW40,OUT027,3395.386146
FDB32,OUT049,1551.467293
FDM40,OUT018,1959.55769
FDE39,OUT027,3187.353315
DRH49,OUT017,1279.149748
FDT46,OUT049,813.0731904
NCF06,OUT035,4069.947602
FDP07,OUT017,3522.164971
FDC04,OUT013,4035.807039
FDZ32,OUT017,1676.998256
FDD50,OUT045,2704.466089
FDU56,OUT017,3215.032849
FDV34,OUT017,1244.327079
NCY41,OUT013,651.5351078
NCK18,OUT046,2812.421543
DRH25,OUT049,848.6442915
FDT57,OUT046,3769.638451
FDV56,OUT018,1592.041015
FDV12,OUT045,1542.063139
FDN52,OUT017,1423.485863
FDX38,OUT035,770.0892782
FDE47,OUT018,1750.592537
NCO07,OUT013,3731.421063
FDV09,OUT027,3897.866907
FDZ23,OUT019,378.7161323
DRH51,OUT018,1234.82635
NCY54,OUT045,2746.863139
DRG49,OUT013,4455.208784
NCC19,OUT049,3549.732861
NCV53,OUT045,3605.777917
FDZ47,OUT019,218.6177157
NCO26,OUT018,1615.37388
NCP02,OUT045,841.6612982
NCW30,OUT018,2975.387124
NCN55,OUT046,3770.80479
FDB20,OUT010,160.1054358
DRL11,OUT013,2514.862707
DRD60,OUT045,2636.19859
FDW14,OUT010,209.4599216
FDL27,OUT010,110.6518305
FDU09,OUT018,720.7269171
DRH36,OUT027,2099.077412
FDP34,OUT027,3983.78957
FDE04,OUT017,3161.021416
FDZ57,OUT027,-1415.538742
FDF02,OUT010,185.818841
FDG28,OUT045,3959.460811
NCI31,OUT046,656.1262102
FDT43,OUT013,774.7284456
FDU20,OUT046,2049.574493
FDD53,OUT013,698.0773872
FDW15,OUT045,2373.957437
NCT53,OUT045,2531.803758
NCG55,OUT027,3124.625557
FDD48,OUT035,1727.740223
FDG47,OUT049,4456.941832
FDI21,OUT017,905.8896216
FDT27,OUT017,4561.617152
DRO35,OUT013,1871.508749
FDD33,OUT017,4468.215203
FDC04,OUT035,3916.564671
FDY34,OUT013,2738.550005
DRJ49,OUT049,2195.20722
FDE05,OUT049,2387.471873
FDU31,OUT017,4219.058006
NCN19,OUT027,-1103.257514
FDK56,OUT027,5048.259832
FDK58,OUT017,1673.847574
NCJ42,OUT035,1561.244138
FDZ34,OUT027,4716.41983
FDA52,OUT018,2779.248534
NCR29,OUT013,811.3506101
FDT48,OUT035,3215.353173
DRJ51,OUT019,515.1365674
NCS54,OUT046,2924.706816
FDV01,OUT035,2541.679045
DRG51,OUT027,4354.044035
NCG42,OUT013,2155.482158
FDA51,OUT049,1931.191864
FDV19,OUT010,353.2965706
NCT18,OUT045,2599.64521
NCS41,OUT045,2626.034539
FDO03,OUT046,3885.186801
FDL12,OUT010,105.8255824
FDY37,OUT010,298.6924724
FDI58,OUT049,1614.651213
FDT28,OUT018,2111.204579
NCC42,OUT010,261.7806339
FDO01,OUT017,2166.503856
FDJ02,OUT013,2354.060102
FDQ04,OUT018,589.7386013
DRL47,OUT013,2017.568464
FDZ32,OUT035,1715.483595
FDC35,OUT035,3882.043315
FDX14,OUT045,1123.812327
FDZ35,OUT013,1768.081968
FDL14,OUT013,2509.051323
FDO04,OUT049,870.7082701
DRK11,OUT017,2337.914533
FDB44,OUT018,2730.117398
FDZ50,OUT049,3347.430672
FDI12,OUT027,2288.943572
FDU43,OUT017,4381.407599
FDD58,OUT010,192.9905258
FDB27,OUT017,3446.710987
FDB04,OUT018,1280.05247
NCO17,OUT013,1920.249674
FDL12,OUT017,855.0232208
DRJ13,OUT049,2732.220955
FDD57,OUT045,1431.017601
FDW19,OUT035,1782.360957
DRD27,OUT018,1414.461323
FDH27,OUT027,3593.994121
NCW30,OUT027,6433.975238
FDR40,OUT018,1216.083153
FDG05,OUT013,2503.859978
NCY41,OUT019,128.6133141
FDI38,OUT018,2588.584177
FDR20,OUT046,758.9557356
FDE09,OUT017,1675.671679
FDN50,OUT019,244.5248165
DRF27,OUT045,2315.570124
DRF51,OUT013,625.8931668
NCO02,OUT019,145.8903069
FDB51,OUT027,1589.068357
FDJ50,OUT013,783.3591821
FDN52,OUT013,1395.412354
FDX14,OUT013,1223.076862
FDT27,OUT019,635.6805451
FDV10,OUT013,685.868267
FDU33,OUT046,737.0504324
FDU58,OUT046,2976.794012
NCP42,OUT027,-37.4093875
FDL51,OUT027,5220.657483
DRH15,OUT027,1285.473241
FDU16,OUT017,1412.510353
FDW15,OUT017,2429.018916
FDQ44,OUT045,1808.387842
NCI06,OUT027,4505.491889
DRK23,OUT019,675.5983098
FDC28,OUT035,1647.384575
NCY17,OUT019,132.8697176
NCV05,OUT018,2186.930777
FDM34,OUT019,238.0813885
DRD60,OUT027,5111.796639
FDT38,OUT046,1347.190284
FDQ57,OUT018,1987.220541
FDE59,OUT027,1178.017149
NCM43,OUT046,2772.928934
DRI51,OUT049,3019.423473
NCG30,OUT017,1965.749243
NCK54,OUT035,1753.524614
FDQ16,OUT019,217.6591167
FDI36,OUT013,3538.384567
FDX16,OUT027,3861.290946
FDA34,OUT046,3012.131541
FDJ48,OUT018,3454.558767
FDU47,OUT035,2155.454598
FDS39,OUT046,2281.93661
FDD11,OUT046,4120.589377
FDM16,OUT027,2013.645003
FDU56,OUT018,2904.425796
FDQ32,OUT017,2017.032768
DRK35,OUT013,655.1552834
FDA58,OUT049,3943.214915
DRG48,OUT019,371.416154
FDT59,OUT010,631.4155301
FDQ31,OUT019,291.3855562
FDS51,OUT018,767.2694011
FDW32,OUT027,2334.201735
FDI15,OUT027,6717.422397
NCV30,OUT017,897.2012307
DRG25,OUT049,3467.410839
FDT02,OUT013,623.4697109
FDO33,OUT027,3048.552475
FDP38,OUT035,756.4448153
FDZ45,OUT035,3057.131551
NCA54,OUT027,4561.295742
FDU33,OUT017,723.11194
FDN58,OUT017,4530.37526
FDI05,OUT045,1241.711705
FDM57,OUT019,241.8591775
NCS42,OUT027,2393.577989
FDB57,OUT045,3581.795489
FDC03,OUT045,3063.053226
FDZ58,OUT013,1918.436028
NCK29,OUT045,1870.287753
NCR53,OUT045,3631.880442
FDE26,OUT027,3607.848187
FDU52,OUT049,2572.894353
FDE41,OUT027,2209.562053
FDU38,OUT018,3031.03869
FDA52,OUT017,3084.001831
FDW46,OUT046,967.8318854
DRI59,OUT035,3868.213265
FDT38,OUT035,1288.546697
FDL33,OUT018,3066.607628
FDQ01,OUT027,5816.04511
FDJ08,OUT046,3188.713111
FDQ47,OUT049,669.7968472
NCZ18,OUT013,4183.119822
FDE29,OUT017,834.0925912
FDF10,OUT027,3537.37561
FDC48,OUT049,1427.307888
FDY58,OUT013,4012.051709
NCX30,OUT010,645.2331746
FDV11,OUT013,2984.097833
FDT46,OUT046,776.0787573
DRD01,OUT019,137.318391
FDQ11,OUT013,4397.08854
NCM41,OUT017,1446.062294
NCC55,OUT013,647.4905832
FDG45,OUT027,5679.659761
NCQ54,OUT049,2965.794081
FDM34,OUT045,1930.393245
FDD17,OUT019,667.2376095
FDN38,OUT027,6156.21461
FDB53,OUT018,2085.929145
NCL06,OUT035,4086.67862
NCV18,OUT019,234.2771601
FDX25,OUT013,3122.583473
FDB39,OUT046,829.9701921
FDC33,OUT049,3650.493379
NCO14,OUT018,622.1850553
FDA58,OUT027,6383.371167
NCQ02,OUT017,3223.990165
NCR53,OUT017,4304.158108
FDN52,OUT046,1442.137216
FDG26,OUT046,3798.803216
FDE23,OUT027,1373.117625
DRI37,OUT013,823.2776519
DRH37,OUT018,2505.228207
FDO01,OUT035,2069.890202
FDK45,OUT049,1917.866608
FDP23,OUT049,3957.399433
FDM33,OUT035,3785.920609
FDD36,OUT017,1860.44058
FDL56,OUT017,1296.889247
FDT27,OUT010,623.3510648
FDG52,OUT017,710.0379238
NCL42,OUT035,3770.760713
DRJ24,OUT046,3105.182203
FDV38,OUT046,787.6466279
FDT35,OUT045,2829.449233
FDY51,OUT045,3542.255266
FDC37,OUT017,1622.313453
NCP43,OUT013,3145.201229
FDO33,OUT045,1650.988467
FDW04,OUT018,1954.328965
NCC31,OUT046,2568.002054
FDK22,OUT049,3827.314478
FDJ50,OUT017,796.7821152
FDV13,OUT017,1468.498761
DRL60,OUT017,2372.155694
FDW03,OUT017,1681.772656
FDY27,OUT035,2914.504677
FDB39,OUT027,1474.011465
FDU59,OUT045,2520.018961
FDZ57,OUT049,2302.651487
FDO21,OUT049,3880.612007
FDS43,OUT018,2912.993963
FDU28,OUT010,447.0210288
FDC51,OUT010,286.0431607
FDW16,OUT010,200.0797089
FDP32,OUT010,245.2851649
FDB60,OUT019,413.8267911
NCQ30,OUT046,1956.379253
FDD26,OUT049,3358.109007
FDI44,OUT045,1163.916701
DRH23,OUT046,799.1850279
FDO44,OUT046,1726.814942
FDG04,OUT046,3055.644548
FDM32,OUT027,2524.371975
FDM09,OUT013,2811.894089
FDZ47,OUT013,1607.156759
FDM40,OUT027,3455.774522
FDY48,OUT017,1556.009716
NCM30,OUT045,686.9197477
FDX36,OUT010,568.0224562
DRF03,OUT017,673.7641477
FDN51,OUT049,4324.631116
FDM57,OUT049,1480.305261
FDB35,OUT049,1628.902747
FDY13,OUT027,2152.644871
FDA37,OUT017,2056.165933
NCX53,OUT017,2226.289509
FDD59,OUT018,1213.519939
FDX10,OUT019,133.3907253
FDC03,OUT018,2692.066399
FDW43,OUT035,3912.379491
FDW10,OUT046,2632.131067
FDY14,OUT027,-50676.25235
FDV43,OUT045,692.6392336
FDO40,OUT013,2379.991131
FDP46,OUT027,2441.257689
NCE43,OUT019,337.6692741
FDD05,OUT035,1815.450049
FDJ60,OUT010,358.5158111
DRE27,OUT018,1324.219264
FDO11,OUT035,4223.603221
DRG11,OUT027,2791.10377
FDK33,OUT010,540.4029117
DRM23,OUT045,2715.326068
FDJ02,OUT027,3704.633934
NCZ05,OUT045,1564.556868
NCL30,OUT013,2056.189822
FDZ19,OUT018,2607.994926
FDM45,OUT049,2095.575411
FDO36,OUT046,2732.188391
NCK31,OUT045,756.7499869
DRJ37,OUT045,2338.408864
FDP24,OUT018,1712.47969
FDF46,OUT013,1817.827492
FDX46,OUT019,138.4939132
NCL18,OUT045,2729.997474
FDJ26,OUT013,3326.277559
FDJ07,OUT045,1707.055983
FDY15,OUT013,2426.365813
DRG01,OUT045,1146.65569
FDF58,OUT045,880.9909556
FDZ14,OUT019,325.5800324
FDP31,OUT049,979.496268
FDH45,OUT013,698.57617
FDA09,OUT010,393.977641
FDW31,OUT035,3257.573503
FDA57,OUT046,703.8448559
NCE55,OUT035,2903.573276
FDC17,OUT019,541.6779314
FDC59,OUT013,926.5236603
FDA22,OUT013,2747.357249
FDK52,OUT035,3752.321402
NCM26,OUT046,2501.348992
NCT53,OUT035,2651.392741
FDW45,OUT018,2136.72394
NCI18,OUT035,3551.166181
FDE38,OUT018,2375.682615
FDF08,OUT019,238.7983637
FDY58,OUT010,623.9917748
FDF58,OUT019,150.4806719
FDX39,OUT017,4234.483962
FDB44,OUT049,3884.609312
FDF28,OUT013,2128.528849
FDE39,OUT013,1873.239985
FDT37,OUT018,3539.836755
FDZ45,OUT017,3572.206313
FDO40,OUT035,2337.361524
FDM57,OUT027,2260.154412
DRG36,OUT017,2863.599009
FDY36,OUT010,154.0938479
DRL60,OUT027,3866.362639
FDS25,OUT019,277.8605635
DRF49,OUT027,2929.614426
FDP16,OUT045,3555.05499
FDS60,OUT049,2993.210953
FDU15,OUT027,1231.191307
FDK43,OUT046,2059.526082
FDN25,OUT046,891.3302231
FDE53,OUT049,1762.25857
FDB22,OUT013,2428.326103
FDE39,OUT017,1847.682577
FDX35,OUT035,4003.125661
NCG54,OUT049,2965.459541
FDH27,OUT035,2203.072196
NCK42,OUT013,3815.155663
FDS25,OUT049,1831.042599
FDI10,OUT018,2603.980329
FDU35,OUT035,1500.99899
FDI04,OUT017,3653.444435
DRK23,OUT035,4201.737627
FDB53,OUT019,281.3713394
FDY02,OUT049,4524.941871
FDM60,OUT035,700.8392008
NCJ31,OUT010,496.4043974
DRP35,OUT017,1978.039949
NCQ30,OUT018,1750.150104
DRL11,OUT010,314.1269551
FDU01,OUT013,3236.664149
FDR39,OUT035,2941.861003
FDO08,OUT046,2869.05193
FDC02,OUT045,3657.630844
NCZ29,OUT035,1957.216473
FDF29,OUT010,296.302335
FDZ23,OUT017,3385.617082
NCU53,OUT018,2372.270447
NCW30,OUT013,4328.682858
NCM26,OUT027,4147.74743
FDV50,OUT027,3261.874949
FDW15,OUT049,2443.453888
FDI35,OUT027,5052.643081
FDO11,OUT017,4585.814168
FDN48,OUT046,1451.732494
NCA17,OUT049,2508.923488
NCN54,OUT013,1306.422648
FDP22,OUT013,762.4675107
NCB54,OUT035,1939.936734
FDD08,OUT045,640.8414843
DRM48,OUT010,83.24641709
FDG41,OUT027,2850.160586
FDE44,OUT027,1328.583583
FDE26,OUT035,2167.994291
NCS38,OUT013,1821.685819
NCJ54,OUT018,2880.842967
FDI40,OUT019,243.8307387
FDN45,OUT018,3529.420148
FDU43,OUT046,3597.260752
FDI04,OUT010,508.6445239
NCC07,OUT018,1503.416407
NCC07,OUT019,221.3475537
NCD18,OUT045,3488.476252
FDU55,OUT035,4025.56463
FDX59,OUT035,630.3103644
FDR52,OUT049,3417.056585
NCP17,OUT013,907.2903132
FDQ32,OUT045,1931.226647
NCT17,OUT049,3379.940516
FDO10,OUT049,932.9687018
FDE32,OUT049,695.509584
FDN44,OUT045,2442.154508
FDH02,OUT035,1456.016665
FDK60,OUT013,1609.090325
FDS24,OUT019,207.3906423
FDL03,OUT010,513.4440547
FDB46,OUT027,5071.658142
FDO48,OUT049,3685.676185
FDZ39,OUT049,1808.917525
FDT02,OUT027,1188.95103
FDC50,OUT013,1433.009722
FDP39,OUT035,759.4188599
DRG15,OUT018,723.4153968
FDP10,OUT018,1451.368276
FDF53,OUT027,4987.981646
FDN34,OUT045,2826.754505
FDK02,OUT045,1786.490366
FDC23,OUT045,2546.168455
FDJ10,OUT019,358.3750802
FDE53,OUT035,1609.505524
FDR25,OUT035,4590.545212
FDW50,OUT046,2769.807541
FDS09,OUT049,834.5110126
FDW49,OUT010,360.5270448
FDU51,OUT046,2769.396528
FDF28,OUT018,1903.545419
NCY30,OUT018,2695.414615
FDD44,OUT045,4187.494221
FDX09,OUT017,2981.862144
NCF30,OUT013,2003.610185
FDZ50,OUT019,413.083375
FDW37,OUT013,1347.10659
FDD11,OUT049,4405.011052
DRH39,OUT018,1082.293908
FDA36,OUT049,3114.281417
NCG43,OUT049,1535.383296
FDF02,OUT035,1544.129962
FDP57,OUT027,2755.765742
NCE42,OUT017,4011.242524
NCR38,OUT027,6331.182792
FDP03,OUT019,343.1628623
FDO51,OUT035,713.4431591
NCQ42,OUT046,2074.072059
NCM41,OUT046,1471.262963
FDH48,OUT027,2298.111563
DRF60,OUT046,3888.473954
FDJ27,OUT035,1615.198198
FDQ14,OUT013,2359.672953
FDN27,OUT017,1839.059361
NCQ02,OUT046,2952.533481
FDJ33,OUT049,2172.852159
FDP07,OUT027,5604.107395
DRE01,OUT049,3831.576887
FDU36,OUT045,1479.573628
FDL28,OUT017,4449.807603
NCX53,OUT046,2249.425126
FDZ39,OUT013,1733.759464
NCP42,OUT013,1787.333355
FDJ14,OUT035,1344.253894
FDK04,OUT049,858.8185572
NCC19,OUT017,3407.786205
FDS09,OUT018,687.5188266
FDZ02,OUT046,1695.515049
FDD35,OUT018,1728.784202
NCY42,OUT017,2214.180301
FDB05,OUT045,3933.300838
FDF20,OUT035,3009.407821
NCO41,OUT018,1386.688063
FDC40,OUT027,2174.412584
FDV58,OUT045,2698.475884
FDZ57,OUT045,2056.916172
DRM35,OUT046,3137.121048
DRN36,OUT018,1321.578301
FDQ13,OUT046,1363.524266
DRO35,OUT010,221.0550007
NCD43,OUT035,1597.653145
FDA51,OUT018,1653.484585
NCX17,OUT027,5582.844992
NCZ17,OUT049,720.1569239
FDR11,OUT027,3880.653064
FDW34,OUT049,4331.743638
FDN50,OUT017,1523.499794
FDS09,OUT046,801.8262893
FDS48,OUT018,2161.183673
FDL44,OUT049,2828.193759
DRF48,OUT018,2818.979971
FDA14,OUT018,2099.819703
NCD30,OUT049,1632.708183
FDI16,OUT017,786.4544225
NCG06,OUT035,3937.754631
DRZ24,OUT035,1818.776008
NCS17,OUT045,1418.649281
FDB37,OUT045,3766.602139
FDE10,OUT035,2096.65042
FDC57,OUT045,2823.648705
FDM12,OUT018,2884.43342
FDE24,OUT049,2226.222587
FDW22,OUT045,3622.310926
DRD01,OUT027,1444.82041
NCZ18,OUT027,6467.939198
FDN49,OUT045,682.1861707
FDR22,OUT035,1821.079938
FDV08,OUT019,144.4295333
FDY39,OUT046,3054.590169
FDV36,OUT049,2131.485125
FDO60,OUT045,702.1982115
FDU04,OUT027,3229.083468
FDR20,OUT027,1398.732853
FDW19,OUT019,283.9381226
